         2717892 function calls (2667351 primitive calls) in 12.839 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/dist.py:212(Distribution)
       29    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/lazy_loader.py:116(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/window/doc.py:1(<module>)
       28    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/security/fuzzing/py/annotation_types.py:23(_create_dtype_wrapper)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/serialization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/internal/containers.py:126(RepeatedScalarFieldContainer)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:930(read_text)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/utils.py:1(<module>)
      317    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/overrides.py:105(array_function_dispatch)
       34    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor.py:638(_override_operator)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5237(GraphKeys)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numexpr/utils.py:119(_init_num_threads)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/optimizer_v1.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/compat/compat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/sas/sasreader.py:1(<module>)
       13    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:8394(getdoc)
        4    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/nanops.py:448(maybe_operate_rowwise)
      166    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/lazy_loader.py:72(__setattr__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/core/dense.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/cluster_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/timedeltas.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/trace_type/default_types.py:203(Tuple)
       27    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_flagvalues.py:427(__setitem__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/legacy_rnn/rnn_cell_wrapper_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_replication.py:79(TPUReplicateContext)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1303(TFOpLambda)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/pytables.py:4829(AppendableMultiFrameTable)
       64    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/util/_decorators.py:443(__call__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/types_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/signal/fft_ops.py:337(_irfftn_wrapper)
       45    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/extern/__init__.py:57(find_spec)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/experimental/ops/from_list.py:1(<module>)
      335    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/inspect.py:300(ismethod)
       42    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/re/_compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/_adapters.py:35(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/linalg/_interface.py:1(<module>)
       50    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:2599(_setattrs)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/ml_dtypes/_finfo.py:89(finfo)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/extension.py:1(<module>)
      133    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/email/feedparser.py:77(readline)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/polymorphism/function_type_pb2.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/email/message.py:615(get_content_maintype)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/bfloat16.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/internal/well_known_types.py:1(<module>)
       11    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/monitoring.py:188(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_distutils/command/bdist.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1571(InstanceProperty)
       79    0.000    0.000    0.001    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/dtype_policies/dtype_policy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/PIL/ExifTags.py:360(LightSource)
       26    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:921(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/requests/cookies.py:1(<module>)
        1    0.001    0.001    0.001    0.001 {built-in method h5py._conv.register_converters}
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/_adapters.py:42(_repair_headers)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/saved_model/constants.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_vendor/packaging/specifiers.py:52(BaseSpecifier)
       46    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pkg_resources/extern/__init__.py:57(find_spec)
       15    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/monitoring.py:359(get_cell)
        1    0.001    0.001    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/dtypes.py:51(DType)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/ps_values.py:507(_overload_overloadable_operators)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/device_filters_pb2.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/polynomial/_polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/constraints/constraints.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/compat/v2_compat.py:39(enable_v2_behavior)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tblib/cpython.py:10(_init_ugly_crap)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1489(SlicingOpLambda)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/device_attributes_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pytz/lazy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/polynomial/legendre.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/adagrad.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/adafactor.py:1(<module>)
       20    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/mixins.py:16(_binary_method)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/signal/fft_ops.py:203(_fftn_wrapper)
      314    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/deprecation.py:139(_wrap_decorator)
        9    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/monitoring.py:348(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/metrics/probabilistic_metrics.py:1(<module>)
       19    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/box.py:33(__init__)
      220    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/deprecation.py:295(deprecated_wrapper)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/saver_pb2.py:1(<module>)
       21    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/warnings.py:165(simplefilter)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/checkpoint/sharding/sharding_util.py:76(ShardingCallback)
      980    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/nadam.py:1(<module>)
      166    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/re/_parser.py:77(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/legacy_tf_layers/variable_scope_shim.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/variable_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/config/expand.py:62(StaticModule)
       90    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/accessor.py:94(_create_delegator_property)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/debug_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/versions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/normalization/batch_normalization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/distribute/experimental/rpc/proto/tf_rpc_service_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/tsl/protobuf/error_codes_pb2.py:1(<module>)
      740    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:743(<genexpr>)
       37    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor.py:54(_override_helper)
       29    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/text_format.py:1281(_SkipWhitespace)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/types/distribute.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/h5py/_hl/selections.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/excel/_odfreader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/allocation_description_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/theme.py:8(Theme)
        1    0.001    0.001    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/input_lib.py:377(DistributedDatasetAndIteratorSpec)
       17    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/adam.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/summary_ops_v2.py:448(_NoopSummaryWriter)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_inspect.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/all_util.py:50(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pyarrow/filesystem.py:315(DaskFileSystem)
       16    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/distributions/distribution.py:114(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/category.py:53(CategoricalIndex)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/adamax.py:1(<module>)
